timestamp_ns,busv,current,power,hall_speed
1778786294350963017,11.104,30.165,464.25,12.81
1778786294750728334,11.288,25.415,1416.775,13.457500000000001
1778786295151025169,11.168,27.78,1046.85,14.035
1778786295551410991,11.092,28.5175,1556.325,14.035
1778786295952036874,10.984,31.7475,1472.725,14.489999999999998
1778786296352339880,11.02,31.565,1217.6,14.962500000000002
1778786296753000378,11.052,29.4675,439.0,14.962500000000002
1778786297153479155,11.1,28.28,1339.7,15.364999999999998
1778786297554071544,11.084,28.815,811.625,15.7325
1778786297954153346,11.092,28.6325,838.475,16.064999999999998
1778786298354102849,11.052,29.5325,920.4,16.064999999999998
1778786298754519428,11.292,24.135,1170.425,16.38
1778786299155347792,11.732,12.165,295.05,16.6075
1778786299555583943,10.248,47.465,900.4,16.9575
1778786299955817499,10.232,48.1475,1109.4,16.9575
1778786300355970103,10.196,48.95,108.8,17.5525
1778786300756188932,10.232,47.865,332.025,18.0775
