timestamp_ns,busv,current,power,soc,hall_speed,int_r,v_unloaded,drain_time,max_time
1779635887809874784,12.952,1.8325,464.25,0.0,23.2925,-3533.9699863574324,6.475999999999998,,
1779635888210380321,12.952,1.715,1416.775,99.76000000000015,22.959999999999997,1.760608859307967e-11,12.95200000000003,1.7796358878098755e+18,1.7796358882113444e+18
1779635888611313865,12.96,1.8,1046.85,99.60385964912257,22.645,-19.015280135851906,12.920771929824513,1.7796358876757164e+18,1.7796358884804867e+18
1779635889011913271,12.952,1.78,1556.325,99.59464687168635,22.33,-19.681866383851705,12.91892937433727,1.7796358874078953e+18,1.7796358887498542e+18
1779635889412825879,12.956,1.8,1472.725,99.56841087811283,21.98,-22.804718217547343,12.913682175622565,1.7796358870057324e+18,1.7796358890200607e+18
1779635889813755677,12.952,1.78,1217.6,99.55436385902892,21.63,-24.16655327249513,12.910872771805785,1.7796358864692332e+18,1.7796358892909942e+18
1779635890214084833,12.956,1.765,439.0,99.60245582643712,21.28,-18.966674122110827,12.920491165287425,1.7796358858006326e+18,1.779635889561772e+18
1779635890614685985,12.956,1.765,1339.7,99.63600379686736,20.912499999999998,-15.339345040367451,12.927200759373472,1.7796358849996672e+18,1.7796358898326707e+18
1779635891015122087,12.956,1.75,811.625,99.68793528505395,20.5625,-9.614791987671833,12.93758705701079,1.7796358840680223e+18,1.779635890103317e+18
1779635891415867252,12.952,1.78,838.475,99.69522609237585,20.212500000000002,-8.642060799112516,12.93904521847517,1.7796358830037092e+18,1.7796358903743475e+18
1779635891816406460,12.96,1.8,920.4,99.59103044776136,19.845,-20.63283582087744,12.918206089552271,1.779635881799165e+18,1.779635890647498e+18
1779635892216585438,12.956,1.8975,1170.425,99.64933370504605,19.495,-14.050738778915756,12.92986674100921,1.7796358804662326e+18,1.77963589092006e+18
1779635892616878922,12.952,1.8325,295.05,99.70202759114208,19.495,-8.014948515100162,12.940405518228417,1.7796358790057843e+18,1.779635891192048e+18
1779635893017060706,12.956,1.815,900.4,99.69431104677452,19.127499999999998,-8.917036098807833,12.938862209354903,1.7796358774123343e+18,1.7796358914645622e+18
