timestamp_ns,busv,current,power,soc,hall_speed,int_r,v_unloaded,drain_time,max_time
1779639746436959427,10.256,37.8975,261.525,0.0,18.252499999999998,-135.312355696286,5.127999999999999,,
1779639746837443938,11.776,1.5325,798.1,32.146864135451985,18.3225,41.79843255877902,11.840056097896328,1.7796397464369597e+18,1.7796397476827576e+18
1779639747237671671,11.816,1.5675,797.2,33.69002699880754,18.3225,42.36797692420091,11.861660377983306,1.7796397463158267e+18,1.779639748692299e+18
1779639747637903583,11.84,1.5675,794.45,34.80075210236466,17.849999999999998,42.77791889421924,11.877210529433105,1.7796397460869732e+18,1.7796397498649713e+18
1779639748038202697,11.868,1.6325,786.05,35.928186774612904,17.535,43.19187904797512,11.89299461484458,1.7796397457704133e+18,1.779639751142267e+18
1779639748438680240,11.88,1.68,760.425,36.8140766291967,17.3425,43.51550186589287,11.905397072808753,1.7796397453777352e+18,1.7796397525068508e+18
1779639749039214330,11.884,1.5825,682.225,37.404185119078036,17.3425,43.73388414811692,11.913658591667092,1.779639744713804e+18,1.779639754519786e+18
1779639749439519548,11.896,1.5975,443.575,37.96023221867877,17.64,43.93917359205016,11.921443251061502,1.7796397440733425e+18,1.7796397563425103e+18
1779639750240150832,11.92,1.615,968.625,38.60780424534325,18.7775,44.177479597676026,11.930509259434805,1.779639743022506e+18,1.779639759080574e+18
1779639750640536208,11.936,1.5975,744.175,39.23803197734033,18.7425,44.41026357045545,11.939332447682764,1.7796397421421427e+18,1.7796397612991375e+18
1779639751040744678,11.944,1.68,632.625,39.827606212917246,18.602500000000003,44.62375082093176,11.94758648698084,1.7796397413551677e+18,1.7796397632209674e+18
1779639751441084857,11.94,1.5975,292.2,40.363512110059,18.48,44.783679791296514,11.95363512110059,1.7796397406201674e+18,1.7796397649639852e+18
1779639751841416674,11.94,1.7,891.7,40.90548331057486,18.235,44.92270981920089,11.959054833105748,1.779639739921558e+18,1.7796397665761912e+18
1779639752241649590,11.948,1.5475,1082.85,41.37632294473826,18.235,45.04949761482047,11.963763229447382,1.7796397392401477e+18,1.7796397681094523e+18
1779639752641946676,11.96,1.5825,27.775,41.88051568762437,18.27,45.18367526220275,11.968805156876243,1.7796397385775839e+18,1.779639769565688e+18
1779639753042339055,11.96,1.5475,84.75,42.30698053040715,18.060000000000002,45.29861743827437,11.973069805304071,1.7796397379196872e+18,1.7796397709803528e+18
1779639754042986057,11.964,1.5975,789.25,42.72010445680216,18.0425,45.40781231306151,11.977201044568021,1.7796397368315812e+18,1.7796397732199324e+18
1779639754443322369,11.972,1.5825,770.175,43.129838604511505,17.8325,45.51679515877532,11.981298386045115,1.7796397358541025e+18,1.7796397752028672e+18
1779639754843906942,11.972,1.5675,711.975,43.490279410844316,17.814999999999998,45.61330515670506,11.984902794108443,1.779639734950866e+18,1.7796397770093775e+18
1779639755244209387,11.968,1.5475,534.375,43.78595460577665,17.709999999999997,45.69321197823645,11.987859546057766,1.7796397340922112e+18,1.7796397787031455e+18
1779639755644779264,11.976,1.5325,1630.775,44.09046648787855,17.709999999999997,45.77610784494495,11.990904664878785,1.7796397332695334e+18,1.7796397803043057e+18
1779639757247153751,11.984,1.5675,335.975,44.41321106480868,17.412499999999998,45.862400929023174,11.994132110648087,1.7796397316707674e+18,1.7796397832883313e+18
1779639757647809341,11.984,1.715,1025.3,44.73634269805861,17.272499999999997,45.94179257278748,11.997363426980586,1.7796397302808018e+18,1.7796397858608207e+18
1779639758048591740,11.972,1.9975,1490.55,45.03160454902016,17.272499999999997,46.001200703226196,12.000316045490202,1.7796397290435128e+18,1.7796397881312604e+18
1779639758449252364,11.984,1.8325,1271.975,45.32407795645958,17.0275,46.06803472471268,12.003240779564596,1.77963972792499e+18,1.7796397901662157e+18
1779639758849571816,11.864,4.665,604.95,45.586439228982265,17.01,45.97662454968002,12.005864392289823,1.7796397268938414e+18,1.7796397920261668e+18
1779639759250180296,11.308,16.9675,207.75,45.61545938748661,16.695,45.22118870652866,12.006154593874866,1.7796397258721692e+18,1.7796397938533312e+18
1779639759650898623,11.288,17.55,634.0,45.62876506675095,16.695,44.602892942029754,12.00628765066751,1.779639724848148e+18,1.7796397956692332e+18
1779639760051254527,10.812,28.265,296.4,45.50763534462223,16.6075,43.899275876591375,12.005076353446222,1.7796397237810737e+18,1.779639797545742e+18
1779639760451967452,10.692,29.8675,904.525,45.51081603323037,16.87,43.915746985699684,12.005108160332304,1.7796397227011686e+18,1.779639799429315e+18
1779639760852487930,10.384,36.8675,1121.975,45.515435225297615,17.1325,43.93221867040525,12.005154352252976,1.7796397216055903e+18,1.7796398013249677e+18
1779639761253243767,10.424,35.265,147.175,45.565637807540924,17.1325,44.12688799152785,12.00565637807541,1.7796397205040878e+18,1.7796398032160202e+18
1779639761653956224,10.232,39.2825,449.125,45.63824754583574,17.57,44.3516927471624,12.006382475458357,1.7796397194006528e+18,1.7796398050960026e+18
1779639762054282546,10.16,40.6675,1370.6,45.70922891576188,17.955,44.556569729463575,12.007092289157619,1.7796397182931645e+18,1.7796398069689556e+18
1779639762454627236,10.228,39.15,905.925,45.75206483509031,18.1825,44.69256714611994,12.007520648350903,1.7796397171721505e+18,1.7796398088511606e+18
1779639762854950873,10.34,36.3,1126.25,45.785478892418986,18.584999999999997,44.83498123974414,12.00785478892419,1.7796397160338908e+18,1.7796398107489677e+18
1779639763255270834,10.26,38.1,160.225,45.820607204063236,18.8475,44.95466742192082,12.008206072040633,1.7796397148781348e+18,1.7796398126628667e+18
1779639763655622320,10.688,26.565,488.95,45.73758857624247,19.425,45.157160581229085,12.007375885762425,1.7796397136687324e+18,1.7796398146523968e+18
1779639764055922511,10.18,39.415,1492.15,45.785330044676144,19.810000000000002,45.28789714640621,12.007853300446762,1.7796397124452285e+18,1.7796398166522565e+18
1779639764456259014,10.172,40.4,1276.875,45.79174358867336,19.5125,45.30398611381399,12.007917435886734,1.7796397111943025e+18,1.7796398186842555e+18
1779639764856584787,10.232,39.1325,619.9,45.79417185180402,19.775000000000002,45.31091352537405,12.00794171851804,1.7796397099143263e+18,1.779639820750934e+18
1779639765256967791,10.2,39.4,253.375,45.8115498885706,19.775000000000002,45.35891944967762,12.008115498885706,1.7796397086098127e+18,1.7796398228449464e+18
1779639765657282304,10.264,38.65,773.225,45.805927013925775,20.002499999999998,45.341697555663046,12.008059270139258,1.7796397072729236e+18,1.779639824978798e+18
1779639766057620946,10.32,37.55,721.275,45.79931084897814,20.212500000000002,45.31682672689704,12.007993108489782,1.7796397059030118e+18,1.7796398271533699e+18
1779639766457967218,10.34,35.28,562.75,45.810435693538366,20.4575,45.41764326796532,12.008104356935384,1.7796397045059702e+18,1.7796398293592195e+18
1779639766858296355,11.784,1.4625,78.975,45.18861196246451,20.4575,45.24363822824484,12.001886119624645,1.7796397028553613e+18,1.7796398319520156e+18
1779639767258629972,11.816,1.615,241.0,44.761798491321414,20.212500000000002,45.12489513943741,11.997617984913214,1.779639701012566e+18,1.7796398348323005e+18
1779639767658786637,11.832,1.68,710.45,44.43450091471107,19.88,45.03407451667475,11.99434500914711,1.779639699005155e+18,1.7796398379548652e+18
1779639768059089340,11.856,1.5675,606.0,44.19508559881135,19.6875,44.96733053670265,11.991950855988113,1.7796396968580408e+18,1.7796398412793766e+18
1779639768459436739,11.864,1.5475,210.95,43.9954761409667,19.127499999999998,44.9116363154151,11.989954761409667,1.7796396945789934e+18,1.7796398447925788e+18
1779639768859779492,11.88,1.5825,643.75,43.866841913777584,19.127499999999998,44.87580046673631,11.988668419137776,1.7796396921910444e+18,1.779639848458066e+18
1779639769260053939,11.892,1.78,326.15,43.81331317087431,18.7075,44.861022756147236,11.988133131708743,1.7796396897230956e+18,1.77963985223096e+18
1779639769660248359,11.904,1.5475,995.325,43.76747699525838,18.2175,44.84822885226647,11.987674769952584,1.7796396871760302e+18,1.779639856109636e+18
1779639770060628515,11.908,1.4975,1399.075,43.729556378390825,18.0075,44.837618932198716,11.987295563783908,1.7796396845511222e+18,1.779639860091905e+18
1779639770461245667,11.916,1.73,992.825,43.74790187677293,1.75,44.84269262408348,11.98747901876773,1.7796396818759951e+18,1.7796398641357814e+18
1779639771262026572,11.872,2.735,969.55,43.76767009546087,17.0625,44.8478644326886,11.987676700954609,1.7796396789337482e+18,1.7796398685538273e+18
1779639771662622548,11.868,2.9175,1320.425,43.79753480956205,16.66,44.85559130250385,11.98797534809562,1.7796396759561894e+18,1.7796398730109952e+18
1779639772063133173,11.64,8.15,752.8,43.835698507899764,16.1875,44.861514436134726,11.988356985078997,1.7796396729497528e+18,1.7796398774979057e+18
1779639772463801926,11.852,3.3675,658.95,43.87291294727022,16.1875,44.87092760957045,11.988729129472702,1.7796396699153646e+18,1.7796398820134144e+18
1779639772864155586,11.456,12.7675,372.55,43.940776237734,15.785,44.87164043155321,11.98940776237734,1.7796396668758344e+18,1.7796398865239368e+18
1779639773264491212,10.52,34.9825,1136.925,43.91920668378217,15.575000000000001,44.732774972443444,11.989192066837822,1.7796396637709156e+18,1.7796398911190356e+18
1779639773665266891,10.664,30.765,192.8,43.926460161028565,15.575000000000001,44.677916381457756,11.989264601610286,1.779639660619923e+18,1.779639895770113e+18
1779639774065881128,10.38,37.13,588.375,43.90730449468316,15.75,44.60820744116083,11.989073044946831,1.7796396574026796e+18,1.7796399005069545e+18
1779639774466628721,10.164,41.465,157.175,43.889767914577234,16.03,44.569535146254736,11.988897679145772,1.7796396541187686e+18,1.7796399053300997e+18
1779639774867166774,10.092,43.1325,479.65,43.86930961192776,16.38,44.52952422219154,11.988693096119277,1.779639650764403e+18,1.7796399102450284e+18
1779639775267877901,10.02,43.5325,1463.775,43.89310304063984,16.38,44.57484307199486,11.988931030406398,1.7796396473756168e+18,1.7796399151989734e+18
1779639775668305622,10.116,41.1675,1190.275,43.91454004600996,16.695,44.62440923795218,11.9891454004601,1.7796396439516644e+18,1.7796399201931763e+18
1779639776068798757,10.028,43.715,355.625,43.92213970002165,17.0975,44.63857728276857,11.989221397000216,1.7796396404808632e+18,1.7796399252447798e+18
1779639776468998003,10.04,43.265,1085.275,43.93400684435322,17.412499999999998,44.661464787188365,11.989340068443532,1.779639636967569e+18,1.779639930347523e+18
1779639776869248419,9.988,45.0,35.175,43.92761618826943,17.412499999999998,44.65059129423714,11.989276161882694,1.779639633394379e+18,1.7796399355267064e+18
1779639777269682909,10.0,44.7,107.325,43.92299081363093,17.6575,44.642557805438436,11.98922990813631,1.7796396297621924e+18,1.7796399407810097e+18
