timestamp_ns,busv,current,power,soc,hall_speed,int_r,v_unloaded,drain_time,max_time
1780600071339454813,12.584,2.0675,349.725,0.0,0.0,-3043.2889963724297,6.292,,
1780600071740237210,12.588,2.15,1067.275,79.18787878788243,0.0,-48.48484848481574,12.483757575757648,1.780600071339456e+18,1.7806000718455716e+18
1780600071940798934,12.58,1.9975,1618.65,78.77826242402578,0.0,-52.341794780119585,12.475565248480516,1.7806000712987313e+18,1.7806000720104635e+18
1780600072274849209,12.58,1.9825,24.525,79.04610199556511,0.0,-49.80931263858041,12.480922039911302,1.780600071113163e+18,1.7806000723125484e+18
1780600073076632954,12.584,1.9325,74.825,81.10220353827337,0.0,-27.465405500083246,12.527555088456834,1.7806000702609032e+18,1.7806000731112804e+18
1780600073411149235,12.576,2.0825,228.325,82.11896251293531,0.0,-14.260439963946881,12.552974062823383,1.7806000696508424e+18,1.780600073618046e+18
1780600073611797532,12.58,2.2,1489.175,83.02212422482512,0.0,-2.9924205138306386,12.575553105620628,1.7806000692225318e+18,1.78060007394823e+18
1780600075418288540,12.58,2.0825,1267.8,83.06849240225375,0.0,-2.32200785385151,12.576712310056344,1.780600066454249e+18,1.7806000754913395e+18
1780600075819581137,12.576,2.0825,592.2,83.1957314040244,0.0,-0.4823272288787509,12.57989328510061,1.7806000645648666e+18,1.7806000765043016e+18
1780600076020085663,12.588,1.9975,168.85,83.8192603837237,0.0,6.746784735407439,12.595481509593093,1.7806000633373036e+18,1.7806000771480822e+18
1780600076220578438,12.588,2.0175,515.275,84.1430460404468,0.0,10.416627691617661,12.60357615101117,1.7806000624062684e+18,1.7806000776242788e+18
1780600076420927712,12.588,2.0325,797.2,84.30876724460902,0.0,12.208331914021516,12.607719181115225,1.780600061620227e+18,1.7806000780155643e+18
1780600076621480630,12.588,1.8325,794.45,84.73114591200677,0.0,17.29651030528961,12.61827864780017,1.7806000609432095e+18,1.780600078343141e+18
1780600076955283078,12.592,2.0675,786.05,84.54083493812483,0.0,14.629000117218514,12.61352087345312,1.7806000601580867e+18,1.7806000787058263e+18
1780600077355752215,12.588,1.9975,760.425,84.6546957774914,0.0,15.906656288286577,12.616367394437285,1.7806000592422505e+18,1.780600079108104e+18
1780600077756512310,12.584,2.18,682.225,84.45956938339762,0.0,13.44936177231313,12.61148923458494,1.780600058163963e+18,1.7806000795609073e+18
1780600078157635908,12.584,2.0325,443.575,84.45815696208328,0.0,13.436496585156066,12.611453924052082,1.7806000569541153e+18,1.7806000800488576e+18
1780600078491905855,12.584,2.0675,1353.675,84.45412864701098,0.0,13.378381663065058,12.611353216175274,1.7806000556841649e+18,1.7806000805454687e+18
1780600078692188594,12.584,1.9475,854.275,84.38051753177163,0.0,12.509569744298325,12.60951293829429,1.7806000544693806e+18,1.7806000810120594e+18
1780600078892385062,12.58,2.0825,968.625,84.45657616171935,0.0,13.525698423062481,12.611414404042984,1.7806000533115228e+18,1.7806000814488973e+18
1780600079092619801,12.584,1.865,1317.6,84.27517057704513,0.0,11.34643838511995,12.606879264426128,1.7806000521514353e+18,1.7806000818788767e+18
1780600079293127563,12.58,2.1,744.175,84.36109994243424,0.0,12.469556746221649,12.609027498560856,1.780600051022015e+18,1.7806000822902267e+18
1780600079493902078,12.584,2.0825,632.625,84.34338382538527,0.0,12.232203489687581,12.608584595634632,1.7806000498957294e+18,1.7806000826934449e+18
1780600079694163738,12.58,2.18,292.2,84.44972175216883,0.0,13.571811074221982,12.61124304380422,1.7806000487881439e+18,1.7806000830833833e+18
1780600079894654328,12.584,2.0675,891.7,84.44335586676743,0.0,13.478019006009255,12.611083896669186,1.7806000476727076e+18,1.7806000834697167e+18
1780600080295167489,12.58,1.9825,1082.85,84.3286931961078,0.0,12.156855158542202,12.608217329902695,1.780600046352363e+18,1.7806000839133852e+18
1780600080495370899,12.588,2.1,27.775,84.2178482753561,0.0,10.705444409805935,12.605446206883903,1.7806000450087227e+18,1.7806000843585818e+18
1780600080695890915,12.584,1.9975,84.75,84.21662559936095,0.0,10.691568755017487,12.605415639984024,1.7806000436589023e+18,1.7806000847997455e+18
1780600080896445746,12.592,2.0825,258.625,84.0950308660738,0.0,9.05544573964281,12.602375771651845,1.7806000422712497e+18,1.780600085247281e+18
1780600081096630902,12.58,1.9975,789.25,84.01272584518665,0.0,8.118203285986413,12.600318146129666,1.780600040849982e+18,1.7806000856997965e+18
1780600081297442717,12.584,2.1,770.175,83.99802811839223,0.0,7.926985474327084,12.599950702959806,1.780600039406591e+18,1.7806000861536458e+18
1780600081631194771,12.592,2.0175,711.975,84.09011580132486,0.0,8.930397386439651,12.602252895033121,1.7806000378479393e+18,1.780600086634266e+18
1780600082032188575,12.58,2.165,534.375,84.2108572770266,0.0,10.447791232010657,12.605271431925665,1.7806000361243136e+18,1.7806000871546079e+18
1780600082432929353,12.584,2.13,1630.775,84.18428960054669,0.0,10.109701010973023,12.604607240013667,1.7806000341974188e+18,1.7806000877253448e+18
1780600082633385629,12.584,2.0325,61.525,84.18386694348406,0.0,10.105371701090874,12.604596673587102,1.7806000322741683e+18,1.7806000882899302e+18
1780600082967580826,12.588,1.9475,187.75,84.29037006536589,0.0,11.364455195836412,12.607259251634147,1.7806000302566367e+18,1.7806000888738463e+18
1780600083234937521,12.584,2.0675,572.95,84.289010627351,0.0,11.344728608863122,12.607225265683775,1.780600028178012e+18,1.7806000894690355e+18
1780600083435401681,12.584,2.0175,110.1,84.28538214663917,0.0,11.304739141095355,12.60713455366598,1.7806000261023104e+18,1.7806000900587924e+18
1780600083635905806,12.584,1.9825,335.975,84.26979302861781,0.0,11.123210168372982,12.606744825715445,1.780600024020341e+18,1.7806000906458545e+18
1780600083836174710,12.588,2.0475,1025.3,84.27033587813149,0.0,11.08057800759888,12.606758396953287,1.7806000219344817e+18,1.7806000912296714e+18
1780600084036842664,12.592,1.9975,1490.55,84.3888490033136,0.0,12.442285746298996,12.60972122508284,1.7806000198888617e+18,1.780600091798092e+18
