timestamp_ns,busv,current,power,hall_speed
1778785131107306450,12.512,1.8325,1320.425,10.185
1778785131508084388,12.512,1.85,752.8,10.185
1778785131908238767,12.472,2.7,658.95,9.887500000000001
1778785132308865450,11.284,26.6825,372.55,9.887500000000001
1778785132709554360,11.064,31.585,1136.925,9.8175
1778785133110225375,11.084,31.05,192.8,9.8175
1778785325129369144,11.02,32.065,588.375,9.8175
1778785325530033792,11.016,31.8825,157.175,10.4825
1778785325930407335,10.944,33.1325,479.65,10.4825
1778785326331073598,10.872,34.365,1463.775,11.217500000000001
1778785326731555364,10.836,35.1675,1190.275,11.8825
1778785327132623524,10.792,35.5325,355.625,11.8825
1778785327533120247,10.728,36.7,1085.275,12.565
1778785327933237718,10.76,36.3,35.175,12.565
1778785328333965016,10.7,37.165,107.325,13.1075
1778785328734573500,10.732,36.9175,327.525,13.1075
1778785329135371200,10.696,37.2,999.525,13.5975
1778785329736377993,10.612,39.6325,1411.9,14.174999999999999
1778785330136582317,10.636,38.065,1031.975,14.174999999999999
1778785330536966039,10.708,36.9175,1510.925,14.805000000000001
1778785331137020341,10.708,37.5175,1334.175,15.400000000000002
1778785331537144053,10.712,36.5825,794.775,15.907499999999999
1778785332337445710,10.86,32.985,763.475,16.345
1778785332737984543,10.888,33.535,691.525,16.73
1778785333138613866,10.892,32.165,471.95,16.9925
1778785333539359678,10.916,31.635,1440.275,16.9925
1778785333939524418,10.916,31.7675,1118.55,17.290000000000003
1778785334339936874,11.024,29.665,136.725,17.4475
1778785334740592436,10.968,31.08,417.25,17.605
1778785335140982941,12.256,2.315,1273.325,17.535
1778785335541431313,12.288,2.265,609.075,17.535
1778785335941856812,12.328,1.815,220.325,17.150000000000002
1778785336342581135,12.34,1.78,672.375,16.834999999999997
1778785336742718644,12.348,1.8325,413.525,16.555
1778785337142845663,12.352,1.9125,1261.975,16.555
1778785337543566880,12.36,1.85,574.425,16.1525
1778785337944077982,12.376,1.9325,114.6,15.8725
1778785338344422661,12.384,1.8975,349.725,15.8725
1778785338745066993,12.388,1.8975,1067.275,15.645
1778785339145731604,12.392,1.865,1618.65,15.4175
1778785339545812267,12.4,1.8825,24.525,15.4175
1778785339946022323,12.408,1.865,74.825,15.224999999999998
1778785340346378824,12.408,1.8975,228.325,15.224999999999998
1778785340746812731,12.408,1.9125,696.775,15.067499999999999
1778785341347066460,12.412,1.9125,487.975,14.962500000000002
1778785341747719320,12.424,1.9125,1489.175,14.962500000000002
1778785342148077793,12.424,1.8825,1267.8,14.682500000000001
1778785342548797116,12.424,1.8825,592.2,14.682500000000001
1778785343149696307,12.432,1.9675,168.85,14.42
1778785343549583014,12.428,1.9475,515.275,14.174999999999999
1778785343949733347,12.436,1.9675,1572.475,14.174999999999999
1778785344349936508,12.44,1.8825,1522.0,13.8775
