timestamp_ns,busv,current,power,soc,hall_speed,int_r,v_unloaded,drain_time,max_time
1779638580884086815,11.628,15.0175,1492.15,0.0,20.23,-387.1483269518893,5.814,,
1779638581284353010,11.608,14.6325,1276.875,3.444258711586265,20.334999999999997,-51.948051948046455,10.847870129870213,1.779638580884086e+18,1.7796385925053668e+18
1779638581684612501,12.12,2.665,619.9,65.28429743244202,20.4575,41.21285423053966,12.22926446148663,1.779638581003429e+18,1.7796385822296484e+18
1779638582084895419,12.172,1.8975,253.375,66.13705338402585,20.4575,42.0964034502462,12.242055800760388,1.779638580965924e+18,1.779638582503938e+18
1779638582685182294,12.184,2.0175,773.225,66.8490966555,20.1425,42.82865716705832,12.2527364498325,1.7796385807849782e+18,1.7796385831141297e+18
1779638583085457033,12.188,2.0675,721.275,67.3177783385527,20.1075,43.30831125973623,12.259766675078291,1.7796385805817562e+18,1.7796385836364262e+18
1779638583485648835,12.188,2.1,562.75,67.61826165240197,20.002499999999998,43.61451756921148,12.26427392478603,1.7796385803344745e+18,1.779638584152351e+18
1779638583885932989,12.12,3.8325,241.0,67.87024378363067,19.9675,43.78090106343367,12.26805365675446,1.7796385800360092e+18,1.779638584681526e+18
1779638584286249266,12.104,4.2475,735.45,68.07067868159223,19.985,43.887197607446325,12.271060180223884,1.779638579682973e+18,1.7796385852310318e+18
1779638584686415887,11.876,9.2825,606.0,68.0858377829448,19.8625,43.71322138922652,12.271287566744173,1.779638579270459e+18,1.7796385858082278e+18
1779638585086615185,10.684,37.2825,210.95,67.73451434678921,19.9675,42.65665220527914,12.266017715201839,1.7796385787875333e+18,1.779638586426532e+18
1779638585487038480,10.416,43.55,643.75,67.69374654768193,20.4575,42.54829358430431,12.26540619821523,1.7796385782401275e+18,1.7796385870767552e+18
1779638585887478827,10.38,44.13,326.15,67.72124987810997,21.1575,42.62005897594116,12.26581874817165,1.7796385776297513e+18,1.7796385877567304e+18
1779638586287888552,10.5,41.78,995.325,67.68880171573619,21.035,42.523572611906864,12.265332025736043,1.779638576953644e+18,1.7796385884692337e+18
1779638586688700304,11.68,10.965,1399.075,67.01167736205167,21.49,42.382186104076524,12.255175160430776,1.7796385761786412e+18,1.7796385892472072e+18
1779638587089225603,12.088,2.285,992.825,66.50772897203115,21.665000000000003,42.169293501803025,12.247615934580468,1.7796385753053696e+18,1.779638590087239e+18
